id,category,subject,email_text
417,promotions,Save Big Today,Huge sale on electronics and fashion items. Shop today and save big.
418,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
419,updates,System Maintenance Update,Your account settings were recently modified successfully.
420,social,New Comment on Your Photo,You have a new notification from your social network account.
421,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
422,updates,Weekly Newsletter,Your account settings were recently modified successfully.
423,purchases,Return Request Approved,Your order is on the way and will be delivered soon.
424,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
425,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
426,updates,Account Security Alert,We wanted to inform you about an important update to your account.
427,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
428,spam,Urgent Business Proposal,Act immediately to claim your prize before it expires.
429,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
430,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
431,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
432,purchases,Return Request Approved,Thank you for your order. Your purchase has been confirmed.
433,social,Someone Liked Your Post,You have a new notification from your social network account.
434,updates,Subscription Reminder,We wanted to inform you about an important update to your account.
435,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
436,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
437,social,Someone Liked Your Post,You have a new notification from your social network account.
438,promotions,Flash Discount Inside,Huge sale on electronics and fashion items. Shop today and save big.
439,promotions,Limited Time Offer,Huge sale on electronics and fashion items. Shop today and save big.
440,social,Someone Liked Your Post,Your friend interacted with your recent post. Check it out now.
441,updates,Password Changed,Your account settings were recently modified successfully.
442,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
443,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
444,updates,Policy Update Notice,We wanted to inform you about an important update to your account.
445,spam,Earn Money Fast,Act immediately to claim your prize before it expires.
446,social,New Follower Alert,You have a new notification from your social network account.
447,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
448,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
449,personal,Dinner Tonight,Hope you are doing well. Let's catch up soon.
450,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
451,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
452,promotions,Exclusive Deal Just for You,Get amazing discounts on top products. Limited time promotion available now.
453,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
454,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
455,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
456,updates,System Maintenance Update,Your account settings were recently modified successfully.
457,purchases,Order Confirmation,Thank you for your order. Your purchase has been confirmed.
458,personal,Trip Planning,Hope you are doing well. Let's catch up soon.
459,purchases,Your Package Has Shipped,Your order is on the way and will be delivered soon.
460,updates,Policy Update Notice,Your account settings were recently modified successfully.
461,spam,Urgent Business Proposal,Congratulations you have been selected to receive a huge reward. Click now.
462,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
463,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
464,spam,Claim Your Prize Now,Act immediately to claim your prize before it expires.
465,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
466,social,You Were Tagged in a Post,Your friend interacted with your recent post. Check it out now.
467,updates,Policy Update Notice,Your account settings were recently modified successfully.
468,personal,Checking In,Hope you are doing well. Let's catch up soon.
469,promotions,Limited Time Offer,Huge sale on electronics and fashion items. Shop today and save big.
